"DEG_WBID","DEG_geneName","cluster_index","GEP_name"
"WBGene00010901","M28.10",9,NA
"WBGene00045212","Y110A7A.21",9,NA
"WBGene00017449","otpl-3",9,NA
"WBGene00003372","mlc-4",9,NA
"WBGene00013562","Y75B8A.32",9,NA
"WBGene00001207","egl-43",9,NA
"WBGene00017660","F21C10.11",9,NA
"WBGene00000067","act-5",9,NA
"WBGene00021190","Y14H12A.1",9,NA
"WBGene00008579","F08G2.8",9,NA
"WBGene00016871","inso-1",9,NA
"WBGene00004826","skr-20",9,NA
"WBGene00006942","wrk-1",9,NA
"WBGene00007414","C07E3.3",9,NA
"WBGene00020788","nep-22",9,NA
"WBGene00011661","ztf-27",9,NA
"WBGene00000799","crn-6",9,NA
"WBGene00012452","Y17D7B.4",9,NA
"WBGene00006951","wrt-5",9,NA
"WBGene00010877","lact-4",9,NA
"WBGene00008353","D1025.1",9,NA
"WBGene00002213","kin-32",9,NA
"WBGene00044212","Y68A4A.13",9,NA
"WBGene00012201","W02B12.1",9,NA
"WBGene00020813","T25G12.6",9,NA
"WBGene00012162","sek-6",9,NA
"WBGene00045048","D1007.19",9,NA
"WBGene00016756","C49A9.2",9,NA
"WBGene00000511","ckb-1",61,NA
"WBGene00018350","ifo-1",61,NA
"WBGene00001038","dnj-20",61,NA
"WBGene00003659","nhr-69",61,NA
"WBGene00018522","F46H5.7",61,NA
"WBGene00008229","C50F4.1",61,NA
"WBGene00008599","F09A5.2",61,NA
"WBGene00001330","eps-8",61,NA
"WBGene00022538","ZC190.4",61,NA
"WBGene00003374","mlk-1",61,NA
"WBGene00019435","K06A9.1",61,NA
"WBGene00016555","math-20",61,NA
"WBGene00010340","slcf-1",61,NA
"WBGene00011445","T04F8.7",61,NA
"WBGene00003978","pes-4",61,NA
"WBGene00002037","hum-4",61,NA
"WBGene00001182","egl-13",61,NA
"WBGene00017698","F22B7.9",61,NA
"WBGene00019749","M03A8.3",61,NA
"WBGene00020929","W02C12.2",61,NA
"WBGene00020358","math-39",61,NA
"WBGene00009943","F52G2.3",61,NA
"WBGene00011073","R07A4.2",61,NA
"WBGene00009482","F36G3.1",61,NA
"WBGene00013934","ZK131.11",61,NA
"WBGene00015828","math-14",61,NA
"WBGene00019546","glct-6",61,NA
"WBGene00021495","sqst-2",61,NA
"WBGene00019411","K05F1.10",61,NA
"WBGene00007913","cyp-36A1",61,NA
"WBGene00016258","vha-16",61,NA
"WBGene00004197","prx-12",61,NA
"WBGene00006438","nrfl-1",61,NA
"WBGene00002173","itr-1",61,NA
"WBGene00021275","dmsr-2",61,NA
"WBGene00022338","Y82E9BR.5",61,NA
"WBGene00044221","F41G3.18",61,NA
"WBGene00022592","klu-2",61,NA
"WBGene00013968","ZK287.9",61,NA
"WBGene00020301","T07D1.2",61,NA
"WBGene00022389","pde-6",61,NA
"WBGene00015110","B0281.3",61,NA
"WBGene00017380","F11D5.1",61,NA
"WBGene00017487","F15E6.6",61,NA
"WBGene00000081","ads-1",61,NA
"WBGene00000458","ceh-37",61,NA
"WBGene00000281","cah-3",61,NA
"WBGene00015767","hex-2",61,NA
"WBGene00001814","haf-4",61,NA
"WBGene00016585","oac-59",61,NA
"WBGene00015793","pfut-1",61,NA
"WBGene00022610","ltah-1.2",61,NA
"WBGene00008542","scav-6",61,NA
"WBGene00009582","slcr-46.3",61,NA
"WBGene00007680","maa-1",61,NA
"WBGene00013364","Y60A3A.16",61,NA
"WBGene00020280","T06A1.5",61,NA
"WBGene00021870","samt-1",61,NA
"WBGene00016009","C23F12.4",61,NA
"WBGene00018035","sek-4",61,NA
"WBGene00015709","cyp-33A1",61,NA
"WBGene00019237","H24G06.1",14,"Transmembrane and signaling proteins"
"WBGene00006815","unc-83",14,"Transmembrane and signaling proteins"
"WBGene00003243","mig-10",14,"Transmembrane and signaling proteins"
"WBGene00015644","C09E8.1",14,"Transmembrane and signaling proteins"
"WBGene00000294","cas-1",14,"Transmembrane and signaling proteins"
"WBGene00001560","gei-3",14,"Transmembrane and signaling proteins"
"WBGene00017447","F14B8.5",14,"Transmembrane and signaling proteins"
"WBGene00022314","Y77E11A.14",14,"Transmembrane and signaling proteins"
"WBGene00011904","hlb-1",14,"Transmembrane and signaling proteins"
"WBGene00010744","K10D6.4",14,"Transmembrane and signaling proteins"
"WBGene00007779","C27D8.3",14,"Transmembrane and signaling proteins"
"WBGene00011978","T24B8.4",14,"Transmembrane and signaling proteins"
"WBGene00019780","M60.4",14,"Transmembrane and signaling proteins"
"WBGene00021927","abhd-14",14,"Transmembrane and signaling proteins"
"WBGene00000150","apm-1",14,"Transmembrane and signaling proteins"
"WBGene00008601","mob-2",14,"Transmembrane and signaling proteins"
"WBGene00015680","egal-1",14,"Transmembrane and signaling proteins"
"WBGene00001489","frm-2",14,"Transmembrane and signaling proteins"
"WBGene00006788","unc-53",14,"Transmembrane and signaling proteins"
"WBGene00007725","C25F9.5",14,"Transmembrane and signaling proteins"
"WBGene00017786","F25E5.5",14,"Transmembrane and signaling proteins"
"WBGene00012554","Y37D8A.16",14,"Transmembrane and signaling proteins"
"WBGene00011756","ctg-2",14,"Transmembrane and signaling proteins"
"WBGene00189993","C49C3.21",14,"Transmembrane and signaling proteins"
"WBGene00022891","ZK1290.10",14,"Transmembrane and signaling proteins"
"WBGene00016332","C32F10.4",14,"Transmembrane and signaling proteins"
"WBGene00002174","itx-1",14,"Transmembrane and signaling proteins"
"WBGene00004859","sma-5",14,"Transmembrane and signaling proteins"
"WBGene00017302","F09F7.5",14,"Transmembrane and signaling proteins"
"WBGene00010453","fozi-1",14,"Transmembrane and signaling proteins"
"WBGene00010374","rga-5",14,"Transmembrane and signaling proteins"
"WBGene00013227","Y56A3A.6",14,"Transmembrane and signaling proteins"
"WBGene00009798","F46G10.4",14,"Transmembrane and signaling proteins"
"WBGene00009927","F52B11.5",14,"Transmembrane and signaling proteins"
"WBGene00014164","lact-2",14,"Transmembrane and signaling proteins"
"WBGene00194926","K08D8.12",14,"Transmembrane and signaling proteins"
"WBGene00022485","fbxa-63",14,"Transmembrane and signaling proteins"
"WBGene00001559","gei-1",14,"Transmembrane and signaling proteins"
"WBGene00019732","M02D8.6",14,"Transmembrane and signaling proteins"
"WBGene00022635","ZC581.9",14,"Transmembrane and signaling proteins"
"WBGene00010357","H03A11.2",14,"Transmembrane and signaling proteins"
"WBGene00007055","tag-196",14,"Transmembrane and signaling proteins"
"WBGene00004825","skr-19",14,"Transmembrane and signaling proteins"
"WBGene00011888","cutl-15",14,"Transmembrane and signaling proteins"
"WBGene00014181","ZK1010.8",14,"Transmembrane and signaling proteins"
"WBGene00019351","lron-7",14,"Transmembrane and signaling proteins"
"WBGene00012358","W09D6.5",14,"Transmembrane and signaling proteins"
"WBGene00008019","C38H2.2",14,"Transmembrane and signaling proteins"
"WBGene00003903","pab-2",14,"Transmembrane and signaling proteins"
"WBGene00019955","R08C7.12",14,"Transmembrane and signaling proteins"
"WBGene00021834","mab-31",14,"Transmembrane and signaling proteins"
"WBGene00002038","hum-5",14,"Transmembrane and signaling proteins"
"WBGene00000020","abt-2",14,"Transmembrane and signaling proteins"
"WBGene00004933","sod-4",14,"Transmembrane and signaling proteins"
"WBGene00004789","sgk-1",14,"Transmembrane and signaling proteins"
"WBGene00015561","C07A12.7",14,"Transmembrane and signaling proteins"
"WBGene00003735","nhx-8",14,"Transmembrane and signaling proteins"
"WBGene00303015","F20C5.11",14,"Transmembrane and signaling proteins"
"WBGene00004356","rhi-1",14,"Transmembrane and signaling proteins"
"WBGene00009803","F47B8.2",14,"Transmembrane and signaling proteins"
"WBGene00003564","ncs-2",14,"Transmembrane and signaling proteins"
"WBGene00010174","F56H9.2",14,"Transmembrane and signaling proteins"
"WBGene00003723","nhr-133",14,"Transmembrane and signaling proteins"
"WBGene00000237","bam-2",14,"Transmembrane and signaling proteins"
"WBGene00006757","unc-18",14,"Transmembrane and signaling proteins"
"WBGene00007372","C06B8.7",14,"Transmembrane and signaling proteins"
"WBGene00021702","Y48G9A.9",14,"Transmembrane and signaling proteins"
"WBGene00010897","lact-3",14,"Transmembrane and signaling proteins"
"WBGene00007007","mak-2",14,"Transmembrane and signaling proteins"
"WBGene00001441","fkh-9",14,"Transmembrane and signaling proteins"
"WBGene00008572","F08B12.4",14,"Transmembrane and signaling proteins"
"WBGene00015085","B0244.10",14,"Transmembrane and signaling proteins"
"WBGene00016282","C31B8.7",14,"Transmembrane and signaling proteins"
"WBGene00044120","C36B1.13",14,"Transmembrane and signaling proteins"
"WBGene00014152","ZK930.2",14,"Transmembrane and signaling proteins"
"WBGene00022196","gpa-17",14,"Transmembrane and signaling proteins"
"WBGene00019998","R10H1.1",14,"Transmembrane and signaling proteins"
"WBGene00000086","aex-3",14,"Transmembrane and signaling proteins"
"WBGene00022893","ZK1290.13",14,"Transmembrane and signaling proteins"
"WBGene00000789","cpz-2",14,"Transmembrane and signaling proteins"
"WBGene00012930","obr-1",14,"Transmembrane and signaling proteins"
"WBGene00011263","R13H4.5",14,"Transmembrane and signaling proteins"
"WBGene00009842","igeg-2",14,"Transmembrane and signaling proteins"
"WBGene00022474","zig-9",14,"Transmembrane and signaling proteins"
"WBGene00003613","nhr-14",14,"Transmembrane and signaling proteins"
"WBGene00011590","bus-19",14,"Transmembrane and signaling proteins"
"WBGene00022142","Y71G12B.2",14,"Transmembrane and signaling proteins"
"WBGene00020737","T23F2.4",14,"Transmembrane and signaling proteins"
"WBGene00007926","C34C12.7",14,"Transmembrane and signaling proteins"
"WBGene00016848","klo-1",14,"Transmembrane and signaling proteins"
"WBGene00001395","fat-3",14,"Transmembrane and signaling proteins"
"WBGene00022613","sek-3",14,"Transmembrane and signaling proteins"
"WBGene00009466","F36D1.7",14,"Transmembrane and signaling proteins"
"WBGene00004316","rbf-1",14,"Transmembrane and signaling proteins"
"WBGene00022396","Y97E10AR.1",14,"Transmembrane and signaling proteins"
"WBGene00013923","ghi-1",14,"Transmembrane and signaling proteins"
"WBGene00004758","sek-1",14,"Transmembrane and signaling proteins"
"WBGene00001089","dre-1",14,"Transmembrane and signaling proteins"
"WBGene00005832","srw-85",14,"Transmembrane and signaling proteins"
"WBGene00021755","hpo-38",14,"Transmembrane and signaling proteins"
"WBGene00013559","Y75B8A.28",14,"Transmembrane and signaling proteins"
"WBGene00018804","lido-15",14,"Transmembrane and signaling proteins"
"WBGene00044078","tag-243",14,"Transmembrane and signaling proteins"
"WBGene00022139","tub-2",14,"Transmembrane and signaling proteins"
"WBGene00006971","zak-1",14,"Transmembrane and signaling proteins"
"WBGene00021600","Y46H3A.4",14,"Transmembrane and signaling proteins"
"WBGene00003907","paf-2",14,"Transmembrane and signaling proteins"
"WBGene00018085","ttr-20",14,"Transmembrane and signaling proteins"
"WBGene00014035","seb-2",14,"Transmembrane and signaling proteins"
"WBGene00019911","R06A10.4",14,"Transmembrane and signaling proteins"
"WBGene00018579","acs-16",14,"Transmembrane and signaling proteins"
"WBGene00008031","C39E9.7",14,"Transmembrane and signaling proteins"
"WBGene00004207","ptb-1",14,"Transmembrane and signaling proteins"
"WBGene00015716","sox-4",63,"Stress response #5 [intestinal]"
"WBGene00014132","ZK896.1",63,"Stress response #5 [intestinal]"
"WBGene00044238","C30H6.12",63,"Stress response #5 [intestinal]"
"WBGene00009432","cld-9",63,"Stress response #5 [intestinal]"
"WBGene00013091","Y51B9A.9",63,"Stress response #5 [intestinal]"
"WBGene00194726","R13A5.15",63,"Stress response #5 [intestinal]"
"WBGene00019579","oac-57",63,"Stress response #5 [intestinal]"
"WBGene00016599","C42D8.1",63,"Stress response #5 [intestinal]"
"WBGene00015259","dod-20",63,"Stress response #5 [intestinal]"
"WBGene00008850","F15B9.6",63,"Stress response #5 [intestinal]"
"WBGene00020579","T19D12.4",63,"Stress response #5 [intestinal]"
"WBGene00194695","B0462.5",63,"Stress response #5 [intestinal]"
"WBGene00002021","hsp-17",63,"Stress response #5 [intestinal]"
"WBGene00009431","dct-17",63,"Stress response #5 [intestinal]"
"WBGene00015152","B0348.2",63,"Stress response #5 [intestinal]"
"WBGene00044073","tag-244",63,"Stress response #5 [intestinal]"
"WBGene00016425","C34H4.2",63,"Stress response #5 [intestinal]"
"WBGene00010822","M01G12.9",63,"Stress response #5 [intestinal]"
"WBGene00016336","C33C12.4",63,"Stress response #5 [intestinal]"
"WBGene00015602","fbxa-158",63,"Stress response #5 [intestinal]"
"WBGene00009517","clec-167",63,"Stress response #5 [intestinal]"
"WBGene00008698","F11D11.3",63,"Stress response #5 [intestinal]"
"WBGene00015598","fbxa-163",63,"Stress response #5 [intestinal]"
"WBGene00017764","F25A2.1",63,"Stress response #5 [intestinal]"
"WBGene00013565","Y75B8A.37",63,"Stress response #5 [intestinal]"
"WBGene00009520","clec-168",63,"Stress response #5 [intestinal]"
"WBGene00194713","F19B10.13",63,"Stress response #5 [intestinal]"
"WBGene00044681","T24C4.8",63,"Stress response #5 [intestinal]"
"WBGene00016769","C49C8.5",63,"Stress response #5 [intestinal]"
"WBGene00271643","W07G1.25",63,"Stress response #5 [intestinal]"
"WBGene00020952","kel-8",63,"Stress response #5 [intestinal]"
"WBGene00018353","fbxa-182",63,"Stress response #5 [intestinal]"
"WBGene00007553","C13G3.1",63,"Stress response #5 [intestinal]"
"WBGene00019273","H43E16.1",63,"Stress response #5 [intestinal]"
"WBGene00013119","Y51H4A.25",63,"Stress response #5 [intestinal]"
"WBGene00010605","K06G5.1",63,"Stress response #5 [intestinal]"
"WBGene00013901","ugt-16",63,"Stress response #5 [intestinal]"
"WBGene00022201","Y71H10B.1",63,"Stress response #5 [intestinal]"
"WBGene00016717","math-22",63,"Stress response #5 [intestinal]"
"WBGene00010747","K10D11.3",63,"Stress response #5 [intestinal]"
"WBGene00016735","fhod-1",63,"Stress response #5 [intestinal]"
"WBGene00235298","F19B6.10",63,"Stress response #5 [intestinal]"
"WBGene00022346","pals-17",63,"Stress response #5 [intestinal]"
"WBGene00001008","dlk-1",63,"Stress response #5 [intestinal]"
"WBGene00003995","pgp-1",63,"Stress response #5 [intestinal]"
"WBGene00021082","zip-11",63,"Stress response #5 [intestinal]"
"WBGene00166340","21ur-14779",63,"Stress response #5 [intestinal]"
"WBGene00004053","tank-1",63,"Stress response #5 [intestinal]"
"WBGene00044402","Y82E9BL.18",63,"Stress response #5 [intestinal]"
"WBGene00012163","VZK822L.2",63,"Stress response #5 [intestinal]"
"WBGene00018427","F44E7.5",63,"Stress response #5 [intestinal]"
"WBGene00008577","F08G2.5",63,"Stress response #5 [intestinal]"
"WBGene00019127","cgt-3",63,"Stress response #5 [intestinal]"
"WBGene00000113","alh-7",63,"Stress response #5 [intestinal]"
"WBGene00000272","bro-1",63,"Stress response #5 [intestinal]"
"WBGene00003333","mir-239.2",63,"Stress response #5 [intestinal]"
"WBGene00304201","T07H8.11",63,"Stress response #5 [intestinal]"
"WBGene00004401","rom-2",63,"Stress response #5 [intestinal]"
"WBGene00001772","gst-24",63,"Stress response #5 [intestinal]"
"WBGene00009061","pals-14",63,"Stress response #5 [intestinal]"
"WBGene00004002","pgp-8",63,"Stress response #5 [intestinal]"
"WBGene00017153","E_BE45912.2",139,NA
"WBGene00003594","nft-1",139,NA
"WBGene00022447","pigw-1",139,NA
"WBGene00010815","M01F1.9",139,NA
"WBGene00003063","lpd-7",139,NA
"WBGene00022113","Y71F9AL.8",139,NA
"WBGene00000787","cps-6",139,NA
"WBGene00023065","F53F10.6",139,NA
"WBGene00044423","F53F10.8",139,NA
"WBGene00022166","Y71H2AM.1",139,NA
"WBGene00303208","Y71H2AM.29",139,NA
"WBGene00008424","D2045.7",139,NA
"WBGene00016427","C34H4.5",139,NA
"WBGene00012864","Y45F3A.9",139,NA
"WBGene00019535","tsen-34",139,NA
"WBGene00016341","mtq-2",139,NA
"WBGene00019009","clec-90",139,NA
"WBGene00021246","Y22D7AL.7",139,NA
"WBGene00013432","Y66D12A.6",139,NA
"WBGene00004248","pus-1",139,NA
"WBGene00000540","cln-3.2",139,NA
"WBGene00022195","Y71H2B.5",139,NA
"WBGene00000763","coq-3",139,NA
"WBGene00010481","K01G5.10",139,NA
"WBGene00021269","Y23H5A.2",139,NA
"WBGene00013014","Y48E1C.1",139,NA
"WBGene00019872","R04E5.9",139,NA
"WBGene00195175","Y105E8A.36",139,NA
"WBGene00021248","Y22D7AL.10",123,NA
"WBGene00044650","Y71G10AR.4",123,NA
"WBGene00006448","glod-4",123,NA
"WBGene00009776","F46B6.12",123,NA
"WBGene00003035","lin-52",123,NA
"WBGene00008147","C47E12.2",123,NA
"WBGene00016989","mrpl-48",123,NA
"WBGene00022678","sar-1",123,NA
"WBGene00006520","tag-175",123,NA
"WBGene00021926","Y55F3AM.9",123,NA
"WBGene00007825","C30H6.8",123,NA
"WBGene00022787","tag-307",123,NA
"WBGene00015670","C10B5.1",123,NA
"WBGene00000147","aph-1",123,NA
"WBGene00021960","tmem-258",123,NA
"WBGene00194861","H04D03.6",123,NA
"WBGene00004046","plp-1",123,NA
"WBGene00008224","slrp-1",123,NA
"WBGene00021628","Y47D9A.1",123,NA
"WBGene00016609","C43E11.12",123,NA
"WBGene00044067","zipt-7.1",123,NA
"WBGene00019947","htz-1",123,NA
"WBGene00012885","iscu-1",123,NA
"WBGene00022250","Y73B6BL.29",123,NA
"WBGene00013259","trpp-5",123,NA
"WBGene00021210","Y18H1A.4",123,NA
"WBGene00016442","C35D10.5",123,NA
"WBGene00016624","hrpl-1",123,NA
"WBGene00018475","mrpl-14",123,NA
"WBGene00009138","F25H9.6",123,NA
"WBGene00001232","eif-3.I",123,NA
"WBGene00004201","prx-19",123,NA
"WBGene00021692","Y48G8AL.15",123,NA
"WBGene00003586","ndx-9",123,NA
"WBGene00022354","Y82E9BR.22",100,"Metabolism: energy production #2"
"WBGene00007114","mttu-1",100,"Metabolism: energy production #2"
"WBGene00044236","C17E4.11",100,"Metabolism: energy production #2"
"WBGene00008275","nstp-1",100,"Metabolism: energy production #2"
"WBGene00013756","ftr-1",100,"Metabolism: energy production #2"
"WBGene00044188","F28F8.9",100,"Metabolism: energy production #2"
"WBGene00185079","W10D9.6",100,"Metabolism: energy production #2"
"WBGene00009735","F45G2.9",100,"Metabolism: energy production #2"
"WBGene00010965","ctc-2",100,"Metabolism: energy production #2"
"WBGene00010960","atp-6",100,"Metabolism: energy production #2"
"WBGene00010967","nduo-5",100,"Metabolism: energy production #2"
"WBGene00010964","ctc-1",100,"Metabolism: energy production #2"
"WBGene00010962","ctc-3",100,"Metabolism: energy production #2"
"WBGene00010966","nduo-3",100,"Metabolism: energy production #2"
"WBGene00010959","nduo-1",100,"Metabolism: energy production #2"
"WBGene00010963","nduo-4",100,"Metabolism: energy production #2"
"WBGene00000829","ctb-1",100,"Metabolism: energy production #2"
"WBGene00016492","C37A2.6",100,"Metabolism: energy production #2"
"WBGene00016767","C49C8.3",100,"Metabolism: energy production #2"
"WBGene00008504","pigq-1",100,"Metabolism: energy production #2"
"WBGene00011242","R11D1.1",100,"Metabolism: energy production #2"
"WBGene00022772","ZK616.2",100,"Metabolism: energy production #2"
"WBGene00016561","eri-6",100,"Metabolism: energy production #2"
"WBGene00014118","ZK858.5",100,"Metabolism: energy production #2"
"WBGene00019167","H06I04.1",100,"Metabolism: energy production #2"
"WBGene00001033","dnj-15",100,"Metabolism: energy production #2"
"WBGene00271778","T01A4.9",100,"Metabolism: energy production #2"
"WBGene00007730","C25G4.2",100,"Metabolism: energy production #2"
"WBGene00014027","tpk-1",100,"Metabolism: energy production #2"
"WBGene00018510","F46F11.7",100,"Metabolism: energy production #2"
"WBGene00011065","R06C7.6",100,"Metabolism: energy production #2"
"WBGene00016965","C56C10.9",100,"Metabolism: energy production #2"
"WBGene00018481","F45F2.9",100,"Metabolism: energy production #2"
"WBGene00021131","W10D9.3",100,"Metabolism: energy production #2"
"WBGene00008667","F10G8.9",100,"Metabolism: energy production #2"
"WBGene00019138","bath-21",100,"Metabolism: energy production #2"
"WBGene00010889","M18.3",100,"Metabolism: energy production #2"
"WBGene00013758","fbxa-114",100,"Metabolism: energy production #2"
"WBGene00003523","nas-4",100,"Metabolism: energy production #2"
"WBGene00010846","M04B2.2",100,"Metabolism: energy production #2"
"WBGene00020842","nmrk-1",100,"Metabolism: energy production #2"
"WBGene00016652","got-2.1",100,"Metabolism: energy production #2"
"WBGene00016812","C50D2.9",100,"Metabolism: energy production #2"
"WBGene00016511","C37H5.13",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00016452","C35D10.17",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00045418","F15B9.10",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00007991","C37A5.7",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00018955","F56C11.3",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00010418","H27A22.1",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00013878","atfs-1",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00013218","Y54G11A.9",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00016390","ttc-1",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00002996","lin-7",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00022721","ugtp-1",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00006561","tcl-2",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00016395","spcs-1",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00002010","hsp-6",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00007388","folt-1",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00022455","tyms-1",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00017852","F27C1.2",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00011813","T16H12.3",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00013894","ZC434.8",150,"Metabolism: diverse mitochondrial proteins"
"WBGene00015735","pdfr-1",108,NA
"WBGene00008311","rskn-2",108,NA
"WBGene00022674","ZK177.9",108,NA
"WBGene00018223","bath-13",108,NA
"WBGene00013954","ZK262.9",108,NA
"WBGene00015573","C07G1.7",108,NA
"WBGene00008863","F15D4.6",108,NA
"WBGene00016551","C40A11.8",108,NA
"WBGene00044256","Y45F10C.6",108,NA
"WBGene00009247","bath-45",108,NA
"WBGene00019832","osg-1",108,NA
"WBGene00022223","Y73B3B.1",108,NA
"WBGene00219918","F27C1.18",108,NA
"WBGene00016639","C44B12.6",108,NA
"WBGene00015572","C07G1.6",108,NA
"WBGene00220084","T23B12.14",108,NA
"WBGene00018348","F42C5.6",108,NA
"WBGene00013180","cutl-10",108,NA
"WBGene00008010","C38D9.2",108,NA
"WBGene00012228","W03H9.2",108,NA
"WBGene00012564","fbxa-107",108,NA
"WBGene00023172","Y23H5A.8",108,NA
"WBGene00269376","C04G6.15",108,NA
"WBGene00016698","C46A5.1",108,NA
"WBGene00045050","ZC15.10",108,NA
"WBGene00206415","F59H6.14",108,NA
"WBGene00013713","Y106G6G.4",108,NA
"WBGene00008681","scrm-4",108,NA
"WBGene00002262","ldh-1",108,NA
"WBGene00008110","C46C2.2",108,NA
"WBGene00019290","K02A2.5",108,NA
"WBGene00020451","fbxa-11",108,NA
"WBGene00012720","Y39E4B.11",108,NA
"WBGene00007454","C08F11.7",108,NA
"WBGene00008862","F15D4.5",108,NA
"WBGene00009509","F37D6.3",108,NA
"WBGene00007675","C18D4.6",108,NA
"WBGene00011476","exc-12",108,NA
"WBGene00048894","21ur-120",108,NA
"WBGene00012621","Y38H6C.8",108,NA
"WBGene00022297","Y76B12C.3",81,NA
"WBGene00009783","rer-1",81,NA
"WBGene00008530","F02E9.5",81,NA
"WBGene00014999","AH9.3",81,NA
"WBGene00016746","C48B6.10",81,NA
"WBGene00015164","ykt-6",81,NA
"WBGene00022673","ZK177.8",81,NA
"WBGene00009012","F21D5.7",81,NA
"WBGene00020931","cytb-5.2",81,NA
"WBGene00004273","rab-10",81,NA
"WBGene00015481","C05D11.1",81,NA
"WBGene00009829","tmed-10",81,NA
"WBGene00019158","H05C05.2",81,NA
"WBGene00017125","acdh-12",81,NA
"WBGene00012150","syx-17",81,NA
"WBGene00017831","F26F4.12",81,NA
"WBGene00048107","21ur-3139",81,NA
"WBGene00016490","C36E6.2",81,NA
"WBGene00015734","copd-1",81,NA
"WBGene00044324","ufm-1",81,NA
"WBGene00015552","C06G3.6",81,NA
"WBGene00007911","C34B7.1",81,NA
"WBGene00011280","pelo-1",81,NA
"WBGene00012362","W09D10.4",81,NA
"WBGene00016990","vps-37",81,NA
"WBGene00011198","R10E4.1",81,NA
"WBGene00016067","C24H10.1",81,NA
"WBGene00013569","bath-36",81,NA
"WBGene00021882","nprt-1",81,NA
"WBGene00022107","Y71F9AL.1",81,NA
"WBGene00000816","csn-4",81,NA
"WBGene00303105","R07E5.19",81,NA
"WBGene00006516","vps-16",81,NA
"WBGene00004981","spl-1",81,NA
"WBGene00000993","dhs-30",81,NA
"WBGene00021352","pcyt-2.1",81,NA
"WBGene00003954","pcm-1",81,NA
"WBGene00009323","best-13",81,NA
"WBGene00020038","R12E2.13",81,NA
"WBGene00019006","spg-20",81,NA
"WBGene00001153","ech-4",81,NA
"WBGene00001844","hid-1",81,NA
"WBGene00015945","C18A3.9",81,NA
"WBGene00006432","atrn-1",81,NA
"WBGene00001522","gbh-1",81,NA
"WBGene00018797","ept-1",81,NA
"WBGene00015621","C09B7.2",81,NA
"WBGene00004807","skr-1",81,NA
"WBGene00009177","F26H9.5",81,NA
"WBGene00017339","mfsd-10",81,NA
"WBGene00022666","ZK154.4",81,NA
"WBGene00016150","hint-3",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00011668","clec-47",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00010123","F55G11.2",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00015676","mct-6",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00012280","W05E10.1",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00016577","clec-3",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00018946","F56C3.9",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00010745","dod-17",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00002152","iars-1",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00007818","C30F2.4",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00006936","glp-4",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00001057","dpf-4",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00003877","pept-1",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00003551","nas-33",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00013602","Y87G2A.16",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00000003","aat-2",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00012993","dmsr-3",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00019808","seip-1",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00235332","K04A8.20",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00006522","abcx-1",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00001715","grl-6",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00009628","tatn-1",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00014013","ZK632.4",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
"WBGene00002238","kars-1",132,"Metabolism: amino acid uptake and AA-tRNA synthesis"
